date,Ticker,weight
2016-02-25,ADI,0.212560114818434
2016-02-25,PAYX,0.3471553248761622
2016-02-25,AMAT,0.1514010557559324
2016-02-25,NVDA,0.1364365348668717
2016-02-25,QCOM,0.15244696968259966
2016-03-28,LRCX,0.20130953447607913
2016-03-28,KHC,0.24114767177010518
2016-03-28,VIAB,0.11874522431711755
2016-03-28,ADBE,0.16724188957065034
2016-03-28,HSIC,0.2715556798660478
2016-04-26,CELG,0.18110007795895952
2016-04-26,WDC,0.1167362669498896
2016-04-26,CTXS,0.21058919987768385
2016-04-26,ADP,0.43030514163652867
2016-04-26,ENDP,0.061269313576938295
2016-05-25,NTES,0.18111721196508554
2016-05-25,AMAT,0.1320711466438092
2016-05-25,GILD,0.16434557182149984
2016-05-25,VRTX,0.16043127453743694
2016-05-25,COST,0.36203479503216845
2016-06-24,WDC,0.20056130016620818
2016-06-24,JD,0.1491205184005163
2016-06-24,TSLA,0.12877046380600002
2016-06-24,CELG,0.3081745381153955
2016-06-24,STX,0.21337317951188006
2016-07-26,QCOM,0.22017011252078908
2016-07-26,LBTYK,0.12808458285493485
2016-07-26,AMAT,0.2808453082404692
2016-07-26,DISH,0.27300079141498496
2016-07-26,ENDP,0.0978992049688219
2016-08-24,AKAM,0.1275441201885547
2016-08-24,INCY,0.17664401575935393
2016-08-24,STX,0.22027921242630819
2016-08-24,SWKS,0.38377475446621995
2016-08-24,ENDP,0.09175789715956313
2016-09-23,AKAM,0.2601949414066236
2016-09-23,CELG,0.22270755418548213
2016-09-23,ALXN,0.1571330277414262
2016-09-23,MU,0.14491377867841118
2016-09-23,ENDP,0.21505069798805695
2016-10-24,LBTYK,0.14524479352624914
2016-10-24,SBUX,0.3864617782039962
2016-10-24,LRCX,0.1646273759796589
2016-10-24,STX,0.111118708117226
2016-10-24,TSCO,0.19254734417286973
2016-11-22,STX,0.28163497332908843
2016-11-22,ESRX,0.1993534586117939
2016-11-22,BMRN,0.191828630618069
2016-11-22,WDC,0.2347849574564211
2016-11-22,NVDA,0.0923979799846275
2016-12-22,CMCSA,0.29122657075275726
2016-12-22,TRIP,0.12007587099813521
2016-12-22,AAPL,0.37333580583492393
2016-12-22,ALXN,0.06864283089735507
2016-12-22,ILMN,0.14671892151682855
2017-01-25,ESRX,0.38921295835222053
2017-01-25,ALXN,0.1520764701184729
2017-01-25,REGN,0.18032559938309917
2017-01-25,WTW,0.07624052489442669
2017-01-25,NVDA,0.2021444472517808
2017-02-24,GILD,0.1649987966906392
2017-02-24,TSLA,0.16812959387417328
2017-02-24,MU,0.28084413586385737
2017-02-24,WTW,0.2312333431847007
2017-02-24,KHC,0.15479413038662945
2017-03-27,ILMN,0.17905913808747598
2017-03-27,GILD,0.36489845344274413
2017-03-27,ATVI,0.24785773978570255
2017-03-27,NVDA,0.15820631513251762
2017-03-27,WTW,0.049978353551559745
2017-04-26,ENDP,0.0763377453295845
2017-04-26,ADSK,0.3061263456720831
2017-04-26,NVDA,0.1285857750164983
2017-04-26,CELG,0.37854809343598556
2017-04-26,ESRX,0.11040204054584844
2017-05-25,WDC,0.1868693540308807
2017-05-25,GILD,0.3817740930161552
2017-05-25,JD,0.16178847881453917
2017-05-25,WYNN,0.18435209486576054
2017-05-25,ENDP,0.08521597927266454
2017-06-26,CTSH,0.36542851523935366
2017-06-26,INCY,0.07611156311836194
2017-06-26,CSCO,0.34524608704610676
2017-06-26,TSLA,0.11920036196580634
2017-06-26,MU,0.09401347263037123
2017-07-26,ALXN,0.15645715706955546
2017-07-26,LBTYA,0.2110769958373766
2017-07-26,CA,0.2958032534872272
2017-07-26,NVDA,0.11534274878099711
2017-07-26,AKAM,0.22131984482484363
2017-08-24,STX,0.20280420239804084
2017-08-24,CHKP,0.30354459563739955
2017-08-24,CTRP,0.16985164920861637
2017-08-24,FOXA,0.23793302874375616
2017-08-24,ENDP,0.08586652401218715
2017-09-25,ULTA,0.09341736063755518
2017-09-25,EBAY,0.24886816457175337
2017-09-25,TSLA,0.11111439169572532
2017-09-25,CTAS,0.4031895662565694
2017-09-25,WTW,0.14341051683839676
2017-10-24,FOXA,0.17338167457640855
2017-10-24,PCAR,0.2941153659953269
2017-10-24,KLAC,0.18064330440708873
2017-10-24,VIAB,0.10063184396641041
2017-10-24,ORLY,0.2512278110547654
2017-11-22,ALXN,0.2707879726977674
2017-11-22,HSIC,0.19897808205254966
2017-11-22,ENDP,0.10076431862411081
2017-11-22,TSLA,0.23752561886957957
2017-11-22,MELI,0.1919440077559925
2017-12-22,NFLX,0.20314388086846144
2017-12-22,ADI,0.35483804737645863
2017-12-22,ALGN,0.10024206973720784
2017-12-22,ENDP,0.1310822486731843
2017-12-22,MYL,0.2106937533446879
2018-01-25,BIDU,0.18436472589235692
2018-01-25,SWKS,0.1446462553567282
2018-01-25,CTSH,0.4103665170382688
2018-01-25,ALGN,0.16001867598664124
2018-01-25,ENDP,0.10060382572600482
2018-02-26,SWKS,0.1616441255863282
2018-02-26,ADI,0.24508685060127267
2018-02-26,WYNN,0.12523979444825675
2018-02-26,ALGN,0.17297275812877216
2018-02-26,NVDA,0.15220735298641094
2018-02-26,MU,0.14284911824895935
2018-03-27,STX,0.20369109734086735
2018-03-27,AMAT,0.1462100410919223
2018-03-27,EXPE,0.19630101314030765
2018-03-27,LRCX,0.1304544713427337
2018-03-27,ALGN,0.1530143416482805
2018-03-27,WYNN,0.17032903543588865
2018-04-26,ROST,0.15930319788354377
2018-04-26,LRCX,0.09160795858723933
2018-04-26,ADBE,0.15708559208484504
2018-04-26,SIRI,0.2885455825796184
2018-04-26,REGN,0.15331285091941776
2018-04-26,WYNN,0.15014481794533577
2018-05-25,INCY,0.17395457932481895
2018-05-25,FOX,0.297141333430516
2018-05-25,TSLA,0.08771638537380512
2018-05-25,MELI,0.09281903360686868
2018-05-25,SNPS,0.22772753126093145
2018-05-25,ALXN,0.12064113700305983
2018-06-26,STX,0.15635691610309407
2018-06-26,MYL,0.2055592318209368
2018-06-26,WTW,0.14010809768152319
2018-06-26,ALXN,0.25727938265128447
2018-06-26,MU,0.13914154950133267
2018-06-26,ENDP,0.10155482224182891
2018-07-26,CHKP,0.1716862558501966
2018-07-26,COST,0.4384227862610447
2018-07-26,MELI,0.10347638533309397
2018-07-26,AAL,0.11943519539914932
2018-07-26,BIIB,0.07358707472315894
2018-07-26,ENDP,0.09339230243335654
2018-08-24,SWKS,0.3447094268365564
2018-08-24,AMAT,0.13710507098328895
2018-08-24,CERN,0.17605530805998015
2018-08-24,ILMN,0.0992057837998707
2018-08-24,ADSK,0.17567582762099254
2018-08-24,TSLA,0.0672485826993112
2018-09-25,ALGN,0.09544827036275566
2018-09-25,FOXA,0.34457596790707035
2018-09-25,CHKP,0.20180438813424273
2018-09-25,AMAT,0.11020835545508685
2018-09-25,WBA,0.17540634118175286
2018-09-25,EA,0.07255667695909158
2018-10-24,TSLA,0.03719183304664779
2018-10-24,FOX,0.33116158666292717
2018-10-24,FOXA,0.3098388863738993
2018-10-24,BIDU,0.12398075297031698
2018-10-24,ENDP,0.09223333110855239
2018-10-24,NTES,0.10559360983765656
2018-11-23,QCOM,0.20490059419183426
2018-11-23,GOOGL,0.20194286178283638
2018-11-23,REGN,0.256491411205495
2018-11-23,ULTA,0.23857149829779786
2018-11-23,WYNN,0.09809363452203644
2018-12-26,SNPS,0.222484445962293
2018-12-26,EA,0.2831111503366746
2018-12-26,AMAT,0.1733003007932176
2018-12-26,TSLA,0.16240587610632048
2018-12-26,ADBE,0.15869822680149417
2019-01-28,ILMN,0.23244211249254154
2019-01-28,WYNN,0.2431534953031024
